Type,Level,Name,Resource,Spell Script Name,Generic Description,Identified Description
Cleric,4,"Call Woodland Beings","SPPR410","Cleric Call Woodland Beings","Call Woodland Beings
(Conjuration/Summoning)

Level: 4
Sphere: Animal, Summoning 
Range: 25 ft.
Duration: 3 turns
Casting Time: 7 
Area of Effect: Special 
Saving Throw: None 

This spell summons forth a nymph to assist the party. The nymph has several priest spells at her disposal and will use them in the best interests of the party (these include Mental Domination, Confusion, and Mass Cure). She will remain under the caster's control until slain or the spell's duration expires.",No Description
Cleric,4,"Cause Serious Wounds","SPPR414","Cleric Cause Serious Wounds","Cause Serious Wounds
(Necromancy)

Level: 4
Sphere: Healing 
Range: Touch 
Duration: Permanent 
Casting Time: 7 
Area of Effect: 1 creature 
Saving Throw: None 

This spell is the reverse of Cure Serious Wounds. Instead of healing the creature touched, it causes damage. On a successful touch from the priest, the spell inflicts 17 points of damage upon the target. The next attack that the priest makes will inflict this effect, however, <PRO_HESHE> only has 2 rounds to make the attack before the spell fizzles. If the priest misses the target creature, the spell is wasted. There is no Saving Throw.",No Description
Cleric,4,"Cloak of Fear","SPPR416","Cleric Cloak Of Fear","Cloak of Fear
(Conjuration)

Level: 4
Sphere: Charm
Range: 0
Duration: Instant
Casting Time: 6
Area of Effect: The caster
Saving Throw: Neg.

Cloak of Fear empowers the caster to radiate a personal aura of fear out to a 3-ft. radius. All other characters and creatures within this aura must roll a successful Save vs. Spell or run away in panic for 4 rounds. Party members are immune to the effects, although the aura of fear may still disturb them.",No Description
Cleric,4,"Confusion","SPPR983","Trap Confusion",No Description, No Description
Cleric,4,"Cure Serious Wounds","SPPR401","Cleric Cure Serious Wounds","Cure Serious Wounds
(Necromancy)

Level: 4
Sphere: Healing 
Range: Touch 
Duration: Permanent 
Casting Time: 7 
Area of Effect: 1 creature 
Saving Throw: None 

This spell is a more potent version of the Cure Light Wounds spell. The priest lays <PRO_HISHER> hand upon a creature and heals 17 points of wound or other injury damage to the creature's body. This healing cannot affect noncorporeal, nonliving, or extraplanar creatures.",No Description
Cleric,4,"Death Ward","SPPR409","Cleric Death Ward","Death Ward
(Necromancy)

Level: 4
Range: Visual range of the caster
Duration: 1 turn/level
Casting Time: 9 
Area of Effect: 1 creature
Saving Throw: None 

This spell protects the target from all forms of death magic for the duration of the spell. This includes, but is not limited to, Disintegrate; Power Word, Kill; Death Spell; and Finger of Death.",No Description
Cleric,4,"Defensive Harmony","SPPR406","Cleric Defensive Harmony","Defensive Harmony
(Enchantment/Charm)

Level: 4
Sphere: Law
Range: 0
Duration: 6 rounds
Casting Time: 1
Area of Effect: 30-ft. radius
Saving Throw: None

Defensive Harmony grants affected creatures a defensive bonus by bestowing an enchanted coordination on their attacks and defenses. This allows a group of creatures to act as a single unit for a single battle or encounter. The effect is always centered on the caster, but affects all those within a 30-ft. radius. Those affected can move outside of this area after the spell is cast and still enjoy the benefits of the harmony. While the spell is in effect, each affected creature gains a +2 bonus to <PRO_HISHER> Armor Class. This lasts for 6 rounds or until dispelled.",No Description
Cleric,4,"Farsight","SPPR415","Cleric Far Sight","Farsight
(Divination)

Level: 4
Range: Special
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: Special
Saving Throw: None 

When Farsight is cast, the caster is able to view an area of an unexplored map. After casting the spell, simply click on a section of the map that you want to view. For the duration of the spell, the caster can spy on that area, noting creatures and fortifications.",No Description
Cleric,4,"Fireshield (Blue)","SPPR951D","","Fireshield (Blue) 
(Evocation)

Level: 4
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: The caster 
Saving Throw: None 

The blue fireshield protects the user from cold damage by surrounding the caster with a shield of ice flame. This shield not only grants the user 50% Cold Resistance, but also protects the caster from attacks made within a 5-ft. radius around the caster. An opponent that hits the caster with any weapons or spells within this radius suffers 1d8+2 cold damage.",No Description
Cleric,4,"Fireshield (Red)","SPPR952D","","Fireshield (Red)
(Evocation)

Level: 4
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: The caster
Saving Throw: None

The Red Fireshield protects the user from fire damage by surrounding the caster with a shield of flame. This shield does not only grant the user a 50% Fire Resistance, but also protects <PRO_HIMHER> from attacks made from within a 5-ft. radius around <PRO_HIMHER>. An opponent that hits the caster with any weapons or spells within this radius suffers 1d8+2 points of fire damage.",No Description
Cleric,4,"Free Action","SPPR403","Cleric Free Action","Free Action
(Abjuration)

Level: 4
Sphere: Charm
Range: Touch 
Duration: 1 turn + 1 round/level 
Casting Time: 5 
Area of Effect: 1 creature 
Saving Throw: None 

While under the effects of this spell, the recipient becomes immune to anything that affects <PRO_HISHER> movement. This includes the effects of Web, Hold Person, Grease, and Entangle.",No Description
Cleric,4,"Greater Sun","SPCL237D","Sun Soul Greater Sun","Phase Spider",No Description
Cleric,4,"Holy Power","SPPR412","Cleric Holy Power","Holy Power
(Evocation)

Level: 4
Range: 0
Duration: 1 round/level
Casting Time: 6
Area of Effect: The caster
Saving Throw: None

Through this spell, the caster imbues <PRO_HIMHER>self with the strength and skill of a Fighter of the same level. The priest's Strength score is set to 18/00—even if it is normally higher—<PRO_HISHER> THAC0 becomes that of a Fighter of the same level, and <PRO_HESHE> gains 1 temporary Hit Point per level. This will last for the duration of the spell or until dispelled.",No Description
Cleric,4,"Improved Invisibility","SPDR401","","Improved Invisibility
(Illusion/Phantasm)

Level: 4
Range: Touch
Duration: 3 rounds + 1 round/level
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: None

This spell is similar to Invisibility, but the recipient is able to attack by missile discharge, melee combat, or spellcasting while remaining unseen. However, telltale traces—a shimmering—allow an observant opponent to attack the invisible spell recipient. These traces are only noticeable when specifically looked for (after the invisible character has made <PRO_HISHER> presence known). Attacks against the invisible character suffer a -4 penalty to attack rolls, and the invisible character's Saving Throws are made with a +4 bonus.

Note: After making an attack, the wizard is no longer completely invisible. Opponents can target the wizard.",No Description
Cleric,4,"Lesser Restoration","SPPR417","Cleric Lesser Restoration","Lesser Restoration
(Necromancy)

Level: 4
Sphere: Necromantic
Range: Touch
Duration: Permanent
Casting Time: 2
Area of Effect: 1 creature
Saving Throw: None 

When this spell is cast, the life energy level of the recipient is raised. This reverses any previous life energy level drain of the creature by a force or monster. The casting of this spell is very draining on the priest and <PRO_HESHE> will likely require rest immediately after the casting, as it will cause days' worth of fatigue almost instantaneously.",No Description
Cleric,4,"Mental Domination","SPPR405","Cleric Mental Domination","Mental Domination 
(Enchantment/Charm)

Level: 4
Sphere: Thought 
Range: Visual range of the caster
Duration: 8 rounds
Casting Time: 4
Area of Effect: 1 creature 
Saving Throw: Neg.

When cast upon a subject, the subject must make a Saving Throw vs. Spell with a -2 penalty in order to avoid the priest entering <PRO_HISHER> mind. The effects of this spell are similar to those of the wizard spell Domination, with a few minor differences. Most notably, this spell gives the priest no access to the subject's thoughts, memory, or sensory apparatus. The priest simply is able to command the subject to perform certain tasks or functions during the spell's duration. To control the subject, the priest must be within range and must be able to see the subject. This control will last until dispelled or for the duration of the spell.",No Description
Cleric,4,"Negative Plane Protection","SPPR413","Cleric Negative Plane Protection","Negative Plane Protection 
(Abjuration)

Level: 4
Sphere: Protection, Necromantic
Range: Touch
Duration: 5 rounds
Casting Time: 3
Area of Effect: 1 creature
Saving Throw: None

This spell affords the caster or the touched creature partial protection from undead monsters with Negative Energy Plane connections (such as vampires), and certain weapons and spells that drain energy levels. The Negative Plane Protection spell opens a channel to the Positive Energy Plane, possibly offsetting the effects of the negative energy attack. A protected creature struck by a negative energy attack is protected against any form of level draining for the duration of the spell. The protected creature suffers only normal Hit Point damage from the attack and does not suffer any drain of experience. This spell cannot be cast on the Negative Energy Plane.",No Description
Cleric,4,"Neutralize Poison","SPPR404","Cleric Neutralize Poison","Neutralize Poison
(Necromancy)

Level: 4
Sphere: Healing 
Range: Touch 
Duration: Instant 
Casting Time: 1 
Area of Effect: 1 creature 
Saving Throw: None 

This spell removes all toxins from the body, both natural and magical in nature. When this spell is cast upon a poisoned individual, it immediately neutralizes any poison and restores 10 lost Hit Points. This spell will also cure any diseases that the target might be suffering from, as well as blindness and deafness.",No Description
Cleric,4,"Poison","SPPR411","Cleric Poison","Poison
(Necromancy)

Level: 4
Range: 15 ft.
Duration: 1 turn
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg.

Through this spell, the caster can poison victims who fail their Saving Throw vs. Poison. The damage inflicted depends on the level of the caster as detailed below:
 7–9th level: 2d8 + 2/round
 10–12th level: 3d8 + 3/round
 13–14th level: 4d8 + 4/round
 15–16th level: 6d8 + 5/round
 17+ level: 8d8 + 6/round
Those who make their Saving Throws are unaffected.",No Description
Cleric,4,"Protection From Evil, 10' Radius","SPPR408","Cleric Protection From Evil 10 Foot","Protection From Evil, 10' Radius 
(Abjuration)

Level: 4 
Sphere: Protection
Range: Touch
Duration: 1 turn/level
Casting Time: 7
Area of Effect: 30-ft. radius
Saving Throw: None 

When this spell is cast, all creatures within a 10-ft. radius are affected individually by Protection From Evil. It creates a magical barrier around the recipients at a distance of one foot. The barrier moves with the recipient and has two major effects: First, all attacks made by evil or evilly enchanted creatures against the protected creature receive a penalty of -2 to each attack roll. Second, summoned demons cannot target protected creatures.",No Description
Cleric,4,"Protection From Lightning","SPPR407","Cleric Protection From Lightning","Protection From Lightning 
(Abjuration)

Level: 4
Sphere: Protection, Weather
Range: Touch
Duration: 5 rounds/level
Casting Time: 7 
Area of Effect: 1 creature
Saving Throw: None 

When the spell is cast, it confers complete invulnerability to electrical attacks such as Lightning Bolt, Shocking Grasp, and so on. The protection will last for the duration of the spell or until successfully dispelled.",No Description
Cleric,4,"Spirit Fire","SPPR450","Cleric Spirit Fire","Spirit Fire
(Conjuration)

Level: 4
Sphere: Summoning
Range: 40 ft. 
Duration: Instant 
Casting Time: 4
Area of Effect: 30-ft. radius 
Saving Throw: Special

As the Shaman casts this spell, energies gather together from the spirit world and form a pale blue sphere. The Shaman can throw the sphere so that it explodes into a burst of ghostly, azure flames, which deliver 1d4 points of magic damage per level of the Shaman (up to a maximum of 10d4). There is also a 33% chance that every enemy within the area of effect will be afflicted by the Doom spell (-2 penalty to Saving Throws and attack rolls for 1 turn). A successful Save vs. Spell halves the damage and negates the Doom effect. Spirits, fey creatures, elementals, and spectral undead take double damage.",No Description
Cleric,5,"Animal Summoning II","SPPR501","Cleric Animal Summoning 2","Animal Summoning II 
(Conjuration/Summoning)

Level: 5
Sphere: Animal, Summoning 
Range: 30 ft.
Duration: 3 turns
Casting Time: 8 
Area of Effect: Special 
Saving Throw: None 

By means of this spell, the caster calls from 1 to 3 animals that have 8 Hit Dice or less. The animals summoned aid the caster by whatever means they possess, staying until the spell duration expires. Only normal or giant animals can be summoned; fantastic animals or monsters cannot be summoned by this spell (no chimerae, dragons, gorgons, manticores, etc.).",No Description
Cleric,5,"Cause Critical Wounds","SPPR510","Cleric Cause Critical Wounds","Cause Critical Wounds
(Necromancy)

Level: 5
Sphere: Healing 
Range: Touch 
Duration: Permanent 
Casting Time: 8
Area of Effect: 1 creature 
Saving Throw: None 

This spell is the reverse of Cure Critical Wounds. Instead of healing the creature touched, it causes damage. On a successful touch from the priest, the spell inflicts 27 points of damage upon the target. The next attack that the priest makes will cause this effect; however, <PRO_HESHE> only has 2 rounds to make the attack before the spell fizzles. If the priest misses the target creature, the spell is wasted. There is no Saving Throw.",No Description
Cleric,5,"Champion's Strength","SPPR507","Cleric Champions Strength","Champion's Strength
(Alteration)

Level: 5 
Sphere: Law
Range: Visual range of the caster
Duration: 3 rounds/level
Casting Time: 2
Area of Effect: 1 creature
Saving Throw: None 

When this spells is cast, the priest effectively draws on the strength of <PRO_HISHER> god and lends it to the target creature, in effect creating a champion. The target gains a bonus to <PRO_HISHER> THAC0 at a rate of 1 for every 3 levels of the caster. So a 9th level priest would confer a THAC0 bonus of 3 to the target, and so on. Also the target's Strength is set to 18/00 for the duration of the spell and receives all the bonuses to hit and damage rolls that this Strength confers. Note also that if the target's strength is above 18/00, it will actually be reduced to this value.

The drawback to this is that the priest must concentrate on the connection between the target and <PRO_HISHER> god for the duration of the spell, hence losing the ability to cast any spells during this time. The effect lasts for 3 rounds for every level of the caster or until dispelled.",No Description
Cleric,5,"Chaos","SPDR501","","Chaos
(Enchantment/Charm)

Level: 5
Range: 35 ft.
Duration: 5 rounds + 1 round/6 levels
Casting Time: 4
Area of Effect: 30-ft. radius
Saving Throw: Special

The effects of this spell are identical to the 4th-level spell Confusion in all respects. The victims wander around as if in a daze, sometimes wandering away, sometimes attacking either friend or foe. If the victim is 4th level or lower, <PRO_HESHE> does not receive a Saving Throw vs. the effects. However, if the victim is 5th level or higher, <PRO_HESHE> receives a Save vs. Spell with a -4 penalty. The spell lasts for the duration or until a successful Dispel Magic is cast.",No Description
Cleric,5,"Chaotic Commands","SPPR508","Cleric Chaotic Commands","Chaotic Commands
(Enchantment/Charm)

Level: 5
Sphere: Chaos
Range: Visual range of the caster 
Duration: 1 turn/level
Casting Time: 3
Area of Effect: 1 creature
Saving Throw: None

Chaotic Commands renders a creature immune to magical commands. Charm, Command, Confusion, Domination, Sleep, Maze, and Spiritual Lock are all spells that fit into this category. This spell also protects the target from psionic blasts. This spell affects only 1 creature and lasts for the duration or until dispelled.",No Description
Cleric,5,"Cure Critical Wounds","SPPR502","Cleric Cure Critical Wounds","Cure Critical Wounds
(Necromancy)

Level: 5
Sphere: Healing 
Range: Touch
Duration: Permanent
Casting Time: 8
Area of Effect: 1 creature
Saving Throw: None

The Cure Critical Wounds spell is a very potent version of the Cure Light Wounds spell. The priest lays <PRO_HISHER> hands upon a creature and heals 27 points of damage from wounds or other injuries. The spell does not affect creatures without corporeal bodies, those of extraplanar origin, or those not living.",No Description
Cleric,5,"Flame Strike","SPWI979","Sarevok Strike","Flame Strike
(Evocation)

Level: 5
Sphere: Combat
Range: 40 ft.
Duration: Instant
Casting Time: 8
Area of Effect: 1 creature
Saving Throw: 1/2 

When the priest calls down a Flame Strike spell, a vertical column of fire roars downward in the exact location called for by the caster. The target must roll a Saving Throw vs. Spell. Failure means the creature sustains 1d8 points of damage per level of the caster; otherwise, the damage is halved.",No Description
Cleric,5,"Flame Strike","SPPR985","Trap Flamestrike",No Description, No Description
Cleric,5,"Flame Strike","SPPR503","Cleric Flame Strike","Flame Strike
(Evocation)

Level: 5
Sphere: Combat
Range: 40 ft.
Duration: Instant
Casting Time: 8
Area of Effect: 1 creature
Saving Throw: 1/2 

When the priest calls down a Flame Strike spell, a vertical column of fire roars downward in the exact location called for by the caster. The target must roll a Saving Throw vs. Spell. Failure means the creature sustains 1d8 points of damage per level of the caster; otherwise, the damage is halved.",No Description
Cleric,5,"Flame Strike","SPIN799","Dace Flame","Flame Strike
(Evocation)

Level: 5
Sphere: Combat
Range: 40 ft.
Duration: Instant
Casting Time: 8
Area of Effect: 1 creature
Saving Throw: 1/2 

When the priest calls down a Flame Strike spell, a vertical column of fire roars downward in the exact location called for by the caster. The target must roll a Saving Throw vs. Spell. Failure means the creature sustains 1d8 points of damage per level of the caster; otherwise, the damage is halved.",No Description
Cleric,5,"Greater Command","SPPR512","Cleric Greater Command","Greater Command
(Enchantment/Charm)

Level: 5
Sphere: Charm 
Range: Visual range of the caster 
Duration: 1 round/level
Casting Time: 1
Area of Effect: 20-ft. radius
Saving Throw: Neg.

As with the 1st-level spell Command, this spell enables the priest to command other creatures to ""die"" (sleep), except that the effects of this spell last 1 round per level of the caster. At the end of the round, the creature(s) awaken and are unharmed. The area of effect is similar to that of a Stinking Cloud or a Fireball.",No Description
Cleric,5,"Harper's Call","SPJA01","","Harper's Call
(Necromancy)

Level: 5
Sphere: Necromantic
Range: 30 ft.
Duration: Permanent 
Casting Time: 9 
Area of Effect: 1 creature 
Saving Throw: Special 

This spell is only available to Harpers. Harper's Call restores a comrade to life to further service the cause of the Harpers. This spell functions similarly to Raise Dead, with the following exceptions: The Harper must transfer a small portion of <PRO_HISHER> life essence (10 Hit Points) to succesfully raise the deceased person; the person has but 1 Hit Point when raised and must regain the rest by natural healing or curative magic; and the raised person suffers a -5 penalty to all ability scores for one minute, making this spell virtually useless in combat. ",No Description
Cleric,5,"Insect Plague","SPPR517","Cleric Insect Plague","Insect Plague 
(Conjuration/Summoning)

Sphere: Combat
Level: 5
Range: 360 ft.
Duration: 6 rounds
Casting Time: 5
Area of Effect: 30-ft. radius
Saving Throw: Special

When this spell is cast by the priest, a horde of creeping, hopping, and flying insects gather and swarm. This swarm will jump first to the target, then to the nearest allies of the target's, until up to 6 creatures have been affected. Spellcasting within the swarm is impossible (100% chance of spell failure). Creatures in the insect plague sustain 1 point of damage every 2 seconds they remain within regardless of their Armor Class, due to the bites and stings of the insects. Invisibility is no protection. Due to the suffocating nature of the writhing insect swarm, each victim must make a Saving Throw vs. Breath Weapon or run away in fear for 1 round.",No Description
Cleric,5,"Iron Skins","SPPR506","Cleric Ironskin","Iron Skins
(Alteration)

Level: 5
Sphere: Elemental
Range: 0
Duration: 12 hours
Casting Time: 9
Area of Effect: The caster
Saving Throw: None 

When a Druid casts this powerful spell upon <PRO_HIMHER>self, an outer skin of iron will move up from the ground, completely covering <PRO_HIMHER>. This skin is, of course, magical and will hinder the Druid in no way. The effect of this is to protect the Druid from physical attacks such as melee weapons and projectiles. For every 2 levels of the caster, an additional skin is gained upon casting. For example, a 10th-level Druid would receive 5 skins. For each skin the Druid possesses, the spell will stop one attack, so a 10th-level Druid would be protected from the first 5 attacks made against <PRO_HIMHER> but the 6th would affect <PRO_HIMHER> normally. The skins will remain on the Druid until <PRO_HESHE> is affected by a Dispel Magic, all of the skins are removed due to physical attacks, or the spell's duration expires. It is important to note that this will not protect the Druid from any area attacks such as Fireball; however, it will protect <PRO_HIMHER> from physical magical attacks such as Magic Missile.",No Description
Cleric,5,"Magic Resistance","SPPR509","Cleric Magic Resistance","Magic Resistance
(Alteration)

Level: 5
Sphere: Protection
Range: Touch
Duration: 3 rounds + 1 round/level
Casting Time: 9
Area of Effect: 1 creature
Saving Throw: None 

When this spell is cast, the recipient receives a resistance to all magic. The resistance conferred is 2% per level of the caster, up to a maximum of 40% at 20th level. This resistance is set so that if the target already has more Magic Resistance than the priest would confer, it will actually lower it to the set value. This effect will last for the duration of the spell or until dispelled.",No Description
Cleric,5,"Mass Cure","SPPR514","Cleric Mass Cure","Mass Cure
(Necromancy)

Level: 5
Sphere: Healing
Range: 0
Duration: Permanent
Casting Time: 5
Area of Effect: 30-ft. radius
Saving Throw: None

When casting this spell, the priest must picture the faces of <PRO_HISHER> fellow party members clearly and focus on the unity of the group. Upon completion, all party members within a 30-ft. radius of the caster are healed 1d8 + 1/level Hit Points. Curing is permanent only insofar as the creature does not sustain further damage; caused wounds will heal—or can be cured—just as any normal injury.",No Description
Cleric,5,"Pixie Dust","SPPR516","Cleric Pixie Dust","Pixie Dust
(Illusion/Phantasm)

Level: 5
Sphere: Combat
Range: 0
Duration: Special
Casting Time: 9
Area of Effect: 30-ft. radius
Saving Throw: None

This spell creates a small handful of pixie dust that the caster can use to toss into the air. Anyone hit by the dust becomes invisible (the range of the dust is about 30 ft.). Of course, the invisible creature is not magically silenced, and certain other conditions can render the creature detectable. Even allies cannot see the invisible creature or its gear, unless these allies can normally see invisible things or employ magic to do so. Items dropped or put down by the invisible creature become visible; items picked up disappear if tucked into the clothing or pouches worn by the creature.

The spell remains in effect until it is magically broken or dispelled, until the caster or recipient cancels it, until the recipient attacks any creature, or until 24 hours have passed. Thus, the invisible being can walk around and cast defensive spells; however, if <PRO_HESHE> attacks, <PRO_HESHE> immediately becomes visible, although the invisibility enables <PRO_HIMHER> to attack first.",No Description
Cleric,5,"Raise Dead","SPPR999","Shoal Revive","Raise Dead
(Necromancy)

Level: 5
Sphere: Necromantic 
Range: Visual range of the caster
Duration: Permanent 
Casting Time: 9 
Area of Effect: 1 person 
Saving Throw: Special 

When the priest casts a Raise Dead spell, <PRO_HESHE> can restore life to a dwarf, gnome, half-elf, halfling, elf, half-orc, or human.

Note that the body of the person must be whole, otherwise missing parts are still missing when the person is brought back to life. The person has but 1 Hit Point when raised and must regain the rest by natural healing or curative magic.",No Description
Cleric,5,"Raise Dead","SPPR504","Cleric Raise Dead","Raise Dead
(Necromancy)

Level: 5
Sphere: Necromantic 
Range: Visual range of the caster
Duration: Permanent 
Casting Time: 9 
Area of Effect: 1 person 
Saving Throw: Special 

When the priest casts a Raise Dead spell, <PRO_HESHE> can restore life to a dwarf, gnome, half-elf, halfling, elf, half-orc, or human.

Note that the body of the person must be whole, otherwise missing parts are still missing when the person is brought back to life. The person has but 1 Hit Point when raised and must regain the rest by natural healing or curative magic.",No Description
Cleric,5,"Recall Spirit","SPPR550","Cleric Recall Spirit","Recall Spirit
(Necromancy)

Level: 5
Sphere: Summoning
Range: Visual range of the caster
Duration: Permanent
Casting Time: 9
Area of Effect: 1 person 
Saving Throw: None

The shaman calls back a deceased person's spirit if it still lingers near the body. By casting this spell, the Shaman reconnects the spirit to its body and restores the person to life with 1 Hit Point. Natural healing or curative magic can restore the rest of the target's vitality.",No Description
Cleric,5,"Repulse Undead","SPWM101","","Repulse Undead
(Abjuration)

Level: 5
Range: 0 
Duration: 1 turn
Casting Time: 5 
Area of Effect: The caster
Saving Throw: None

This powerful spell creates waves of anti-negative energy that sweep outward from the caster. These waves disrupt any undead that attempt to attack the caster, pushing them away from the caster for several seconds. There is one wave per round for the duration of the spell. All undead are affected with no Saving Throw.",No Description
Cleric,5,"Repulse Undead","SPPR515D","Cleric Repulse Undead","Repulse Undead
(Abjuration)

Level: 5
Range: 0 
Duration: 1 turn
Casting Time: 5 
Area of Effect: The caster
Saving Throw: None

This powerful spell creates waves of anti-negative energy that sweep outward from the caster. These waves disrupt any undead that attempt to attack the caster, pushing them away from the caster for several seconds. There is one wave per round for the duration of the spell. All undead are affected with no Saving Throw.",No Description
Cleric,5,"Repulse Undead","SPPR515","Cleric Repulse Undead","Repulse Undead
(Abjuration)

Level: 5
Range: 0 
Duration: 1 turn
Casting Time: 5 
Area of Effect: The caster
Saving Throw: None

This powerful spell creates waves of anti-negative energy that sweep outward from the caster. These waves disrupt any undead that attempt to attack the caster, pushing them away from the caster for several seconds. There is one wave per round for the duration of the spell. All undead are affected with no Saving Throw.",No Description
Cleric,5,"Repulsion","SPWM101D","","Repulse Undead
(Abjuration)

Level: 5
Range: 0 
Duration: 1 turn
Casting Time: 5 
Area of Effect: The caster
Saving Throw: None

This powerful spell creates waves of anti-negative energy that sweep outward from the caster. These waves disrupt any undead that attempt to attack the caster, pushing them away from the caster for several seconds. There is one wave per round for the duration of the spell. All undead are affected with no Saving Throw.",No Description
Cleric,5,"Righteous Magic","SPPR513","Cleric Righteous Magic","Righteous Magic
(Alteration)

Level: 5
Sphere: Combat 
Range: 0
Duration: 1 round/level 
Casting Time: 9 
Area of Effect: The caster 
Saving Throw: None 

This is a powerful combat spell that enhances the priest's physical prowess, transforming <PRO_HIMHER> into a juggernaut of destruction. The effect adds 1 temporary Hit Point per level of the caster, adds 1 point of Strength every 3 levels of the caster (to a maximum of 25), and causes every successful hit to inflict maximum damage. The effects last for the duration of the spell or until dispelled.",No Description
Cleric,5,"Slay Living","SPPR599","Enemy Cleric Slay Living",No Description, No Description
Cleric,5,"Slay Living","SPPR511","Cleric Slay Living","Slay Living
(Necromancy)

Level: 5
Sphere: Combat
Range: Touch 
Duration: Special
Casting Time: 1 
Area of Effect: 1 creature
Saving Throw: Special

Upon casting this spell, the priest has to touch an opponent in order to visit the effect upon them. An item is created upon casting. The next attack the priest makes, which must happen in the next 3 rounds, will use this item. If the first attack misses, the item disappears and the spell is wasted; however, if the attack succeeds, the victim automatically takes 2d6+9 damage. Also, <PRO_HESHE> must make a Save vs. Spell or be instantly killed. Slay Living can be dispelled if cast between the casting of this spell and the necessary attack.",No Description
Cleric,5,"True Seeing","SPPR505D","Cleric True Sight","True Seeing
(Divination)

Level: 5
Sphere: Divination
Range: 0
Duration: 1 turn
Casting Time: 8
Area of Effect: 235-ft. radius
Saving Throw: None 

Instantly and once each round for 1 turn after True Seeing is cast, all hostile Illusion/Phantasm spells in a 235-ft. radius around the caster will be dispelled. The spells affected are Reflected Image, Invisibility, Mirror Image, Non-Detection, Improved Invisibility, Shadow Door, Mislead, Project Image, and Simulacrum. The target's Magic Resistance, if any, does not affect this.",No Description
Cleric,5,"True Seeing","SPPR505","Cleric True Sight","True Seeing
(Divination)

Level: 5
Sphere: Divination
Range: 0
Duration: 1 turn
Casting Time: 8
Area of Effect: 235-ft. radius
Saving Throw: None 

Instantly and once each round for 1 turn after True Seeing is cast, all hostile Illusion/Phantasm spells in a 235-ft. radius around the caster will be dispelled. The spells affected are Reflected Image, Invisibility, Mirror Image, Non-Detection, Improved Invisibility, Shadow Door, Mislead, Project Image, and Simulacrum. The target's Magic Resistance, if any, does not affect this.",No Description
Cleric,6,"Aerial Servant","SPPR601","Cleric Aerial Servant","Aerial Servant
(Conjuration/Summoning)

Level: 6
Sphere: Summoning 
Range: 45 ft.
Duration: 1 turn/level
Casting Time: 9
Area of Effect: Special 
Saving Throw: None 

This spell summons an Aerial Servant to do the caster's bidding for the duration of the spell. The servant will attack any enemies that the caster decides, staying until the duration of the spell expires or it is slain.",No Description
Cleric,6,"Animal Summoning III","SPPR602","Cleric Animal Summoning 3","Animal Summoning III
(Conjuration/Summoning)

Level: 6
Sphere: Animal, Summoning 
Range: 120 ft. 
Duration: 4 turns
Casting Time: 9
Area of Effect: Special 
Saving Throw: None 

By means of this spell, the caster calls 2 or 3 animals that have 12 Hit Dice or less. Only animals within visual range of the caster at the time the spell is cast will come. The summoned animals aid the caster by whatever means they possess, staying until they are slain or the spell's duration expires. Only normal- or giant-sized animals can be summoned.",No Description
Cleric,6,"Blade Barrier","SPPR698D","Npc Blade Barrier","Blade Barrier
(Evocation)

Level: 6 
Sphere: Guardian, Creation
Range: 0
Duration: 1 turn
Casting Time: 9
Area of Effect: Special
Saving Throw: Special

The priest employs this spell to set up a wall of circling, razor-sharp blades. These whirl and flash around the caster, creating an impenetrable barrier. Any creature attempting to pass through the Blade Barrier suffers 8d8 points of damage. Creatures within the area of the barrier when it is invoked are entitled to a Saving Throw vs. Spell to negate the damage. The barrier remains for 1 turn.",No Description
Cleric,6,"Blade Barrier","SPPR698","Npc Blade Barrier","Blade Barrier
(Evocation)

Level: 6 
Sphere: Guardian, Creation
Range: 0
Duration: 1 turn
Casting Time: 9
Area of Effect: Special
Saving Throw: Special

The priest employs this spell to set up a wall of circling, razor-sharp blades. These whirl and flash around the caster, creating an impenetrable barrier. Any creature attempting to pass through the Blade Barrier suffers 8d8 points of damage. Creatures within the area of the barrier when it is invoked are entitled to a Saving Throw vs. Spell to negate the damage. The barrier remains for 1 turn.",No Description
Cleric,6,"Blade Barrier","SPPR603D","Cleric Blade Barrier","Blade Barrier
(Evocation)

Level: 6 
Sphere: Guardian, Creation
Range: 0
Duration: 1 turn
Casting Time: 9
Area of Effect: Special
Saving Throw: Special

The priest employs this spell to set up a wall of circling, razor-sharp blades. These whirl and flash around the caster, creating an impenetrable barrier. Any creature attempting to pass through the Blade Barrier suffers 8d8 points of damage. Creatures within the area of the barrier when it is invoked are entitled to a Saving Throw vs. Spell to negate the damage. The barrier remains for 1 turn.",No Description
